"","aacode","welshId","usedColumns"
"3084","j0184103","2342","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; insulationthickness (138,175]; householdincomebeforetax [-2.21e+03,8.92e+03]"
"3085","j1302307","2343","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype systembuild; insulationthickness (175,225]"
"3086","j0701309","2344","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"3087","k1129807","2344","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"3088","k8108604","2344","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"3089","j1212106","2345","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; householdincomebeforetax (1.8e+04,1.98e+04]"
"3090","k8007628","2346","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1950,1955]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; householdincomebeforetax (2.71e+04,3.03e+04]"
"3091","k8090625","2347","builtformtype detached; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; householdincomebeforetax (1.8e+04,1.98e+04]"
"3092","j0081406","2348","builtformtype detached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]"
"3093","k8152020","2349","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; insulationthickness (87.5,112]"
"3094","j1401302","2350","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]; children [-0.5,0.5]; chiefincomeearnersage (26,31]"
"3095","j0331121","2351","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype housingassociation; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; householdincomebeforetax (8.92e+03,1.11e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"3096","j1302107","2351","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype housingassociation; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; householdincomebeforetax (8.92e+03,1.11e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"3097","k3081332","2351","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype housingassociation; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; householdincomebeforetax (8.92e+03,1.11e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"3098","k5105919","2351","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype housingassociation; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; householdincomebeforetax (8.92e+03,1.11e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"3099","k8104926","2351","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype housingassociation; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; householdincomebeforetax (8.92e+03,1.11e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"3100","j0514305","2352","builtformtype detached; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; children [-0.5,0.5]"
"3101","j0531105","2352","builtformtype detached; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; children [-0.5,0.5]"
"3102","j0544110","2352","builtformtype detached; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; children [-0.5,0.5]"
"3103","k7092817","2352","builtformtype detached; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; children [-0.5,0.5]"
"3104","k4052324","2353","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (175,225]; householdincomebeforetax (2.2e+04,2.43e+04]"
"3105","k5039921","2354","builtformtype semidetached; mainheatingfuel house_coal; buildyear (1945,1950]; morphologytype urban; externalwallconstructiontype cavity; insulationthickness (275,325]"
"3106","k8152002","2355","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype privaterented; numofbedrooms (1.5,2.5]"
"3107","k7040219","2356","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; householdincomebeforetax (1.45e+04,1.62e+04]"
"3108","k7006504","2357","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype privaterented; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (175,225]; chiefincomeearnersage (42,46]"
"3109","k4154404","2358","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (62.5,87.5]; householdincomebeforetax (1.11e+04,1.28e+04]"
"3110","k1079322","2359","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype housingassociation; insulationthickness (138,175]; children [-0.5,0.5]"
"3111","k3103708","2360","builtformtype detached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"3112","j0622206","2361","builtformtype detached; mainheatingfuel electricity; buildyear (1965,1970]"
"3113","j1191103","2362","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1975,1981]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children [-0.5,0.5]; chiefincomeearnersage (49,53]"
"3114","j0971102","2363","builtformtype detached; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; householdincomebeforetax (1.45e+04,1.62e+04]"
"3115","j1503101","2364","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone"
"3116","j0644109","2365","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"3117","j0161301","2366","builtformtype detached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children (1.5,2.5]"
"3118","k7055816","2367","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; householdincomebeforetax (2.43e+04,2.71e+04]; children (1.5,2.5]"
"3119","j0161203","2368","builtformtype semidetached; mainheatingfuel oil; buildyear (1965,1970]"
"3120","j0171210","2369","builtformtype detached; mainheatingfuel oil; buildyear (1965,1970]; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"3121","j0532410","2369","builtformtype detached; mainheatingfuel oil; buildyear (1965,1970]; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"3122","k3089723","2369","builtformtype detached; mainheatingfuel oil; buildyear (1965,1970]; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"3123","j1182415","2370","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1975,1981]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]"
"3124","k1055407","2371","builtformtype detached; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]"
"3125","k4169205","2372","builtformtype midterrace; mainheatingfuel electricity; buildyear (1975,1981]; morphologytype urban; tenuretype privaterented; numofbedrooms (0.5,1.5]"
"3126","j1193414","2373","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype privaterented; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; chiefincomeearnersage [16,26]"
"3127","j1503101","2374","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone"
"3128","j1072204","2375","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype graniteorwhinstone; insulationthickness (225,275]; chiefincomeearnersage (35,39]"
"3129","j0614302","2376","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype housingassociation; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (225,275]"
"3130","k8110726","2377","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1950,1955]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype systembuild; children [-0.5,0.5]"
"3131","k3002427","2378","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]"
"3132","j1193416","2379","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype systembuild"
"3133","k5083021","2379","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype systembuild"
"3134","j0713401","2380","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1950,1955]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype systembuild"
"3135","j1103109","2381","builtformtype detached; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; householdincomebeforetax (8.92e+03,1.11e+04]"
"3136","k3111308","2382","builtformtype detached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; householdincomebeforetax (4.14e+04,5.27e+04]"
"3137","k5099820","2383","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype housingassociation; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; householdincomebeforetax (1.45e+04,1.62e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"3138","j0754407","2384","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype privaterented; numofbedrooms (1.5,2.5]; insulationthickness (87.5,112]"
"3139","k6028918","2384","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype privaterented; numofbedrooms (1.5,2.5]; insulationthickness (87.5,112]"
"3140","j0641201","2385","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; children (0.5,1.5]"
"3141","k2052420","2386","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype housingassociation; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]; householdincomebeforetax (1.8e+04,1.98e+04]"
"3142","j0234208","2387","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype townandfringe; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (225,275]; householdincomebeforetax (3.49e+04,4.14e+04]; hasdisabledorsickoccupant FALSE"
"3143","k8065103","2387","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype townandfringe; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (225,275]; householdincomebeforetax (3.49e+04,4.14e+04]; hasdisabledorsickoccupant FALSE"
"3144","j1141104","2388","builtformtype detached; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; householdincomebeforetax (2.2e+04,2.43e+04]"
"3145","k4023922","2389","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; children [-0.5,0.5]"
"3146","j1382206","2390","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1975,1981]; morphologytype urban; tenuretype housingassociation; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (175,225]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"3147","j1122202","2391","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; householdincomebeforetax (1.62e+04,1.8e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"3148","j0743201","2392","builtformtype detached; mainheatingfuel mains_gas; buildyear (1950,1955]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; householdincomebeforetax (8.92e+03,1.11e+04]"
"3149","j1371309","2393","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]"
"3150","j1534107","2394","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]; insulationthickness (225,275]; householdincomebeforetax (8.92e+03,1.11e+04]; children [-0.5,0.5]"
"3151","j1371309","2395","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]"
"3152","k6004501","2396","builtformtype midterrace; mainheatingfuel mains_gas; buildyear [1170,1882]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; insulationthickness (225,275]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"3153","k5001003","2397","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; children [-0.5,0.5]; chiefincomeearnersage (64,68]"
"3154","k8086508","2398","builtformtype detached; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (225,275]; children [-0.5,0.5]; chiefincomeearnersage (57,61]"
"3155","j0761404","2399","builtformtype detached; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype village; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"3156","j1123312","2399","builtformtype detached; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype village; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"3157","j0704106","2400","builtformtype detached; mainheatingfuel mains_gas; buildyear (1962,1965]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"3158","k8036216","2400","builtformtype detached; mainheatingfuel mains_gas; buildyear (1962,1965]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"3159","j0501208","2401","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; insulationthickness (138,175]; householdincomebeforetax (2.2e+04,2.43e+04]; hasdisabledorsickoccupant TRUE"
"3160","j0384207","2402","builtformtype detached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (4.5,5.5]; externalwallconstructiontype cavity; householdincomebeforetax (5.27e+04,4.25e+05]; children [-0.5,0.5]; chiefincomeearnersage (61,64]; hasdisabledorsickoccupant FALSE"
"3161","k5101613","2402","builtformtype detached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (4.5,5.5]; externalwallconstructiontype cavity; householdincomebeforetax (5.27e+04,4.25e+05]; children [-0.5,0.5]; chiefincomeearnersage (61,64]; hasdisabledorsickoccupant FALSE"
"3162","k1024508","2403","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype privaterented; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]; chiefincomeearnersage (26,31]"
"3163","k4052022","2404","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1962,1965]; morphologytype urban; tenuretype privaterented; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]"
"3164","j1402106","2405","builtformtype detached; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype hamletsandisolateddwellings; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; children [-0.5,0.5]; chiefincomeearnersage (61,64]"
"3165","j0052407","2406","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]"
"3166","k6156816","2407","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype townandfringe; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; children [-0.5,0.5]"
"3167","k7106219","2408","builtformtype convertedflat; mainheatingfuel mains_gas; buildyear [1170,1882]; morphologytype townandfringe; tenuretype owneroccupied"
"3168","k2106315","2409","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype townandfringe; tenuretype privaterented; numofbedrooms (2.5,3.5]"
"3169","j1271204","2410","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1955,1962]; tenuretype owneroccupied; numofbedrooms (4.5,5.5]; externalwallconstructiontype cavity; insulationthickness (175,225]; householdincomebeforetax (5.27e+04,4.25e+05]"
"3170","j0062302","2411","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype townandfringe; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; hasdisabledorsickoccupant FALSE"
"3171","j1423307","2411","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype townandfringe; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; hasdisabledorsickoccupant FALSE"
"3172","j0261306","2412","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness [-17.5,12.5]; householdincomebeforetax (3.49e+04,4.14e+04]"
"3173","j0391108","2413","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]"
"3174","k7163530","2414","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype privaterented; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]; children (1.5,2.5]"
"3175","k3046927","2415","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1962,1965]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]"
"3176","k3103712","2416","builtformtype detached; mainheatingfuel mains_gas; buildyear [1170,1882]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (4.5,5.5]; externalwallconstructiontype sandstone; householdincomebeforetax (1.98e+04,2.2e+04]"
"3177","j1164201","2417","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; householdincomebeforetax (2.71e+04,3.03e+04]; chiefincomeearnersage (39,42]"
"3178","j0381206","2418","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (325,368]; children [-0.5,0.5]; chiefincomeearnersage (68,73]"
"3179","k4073917","2419","builtformtype detached; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (175,225]; children [-0.5,0.5]; chiefincomeearnersage (80,100]; hasdisabledorsickoccupant FALSE"
"3180","k4025215","2420","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]; chiefincomeearnersage (80,100]"
"3181","j0293203","2421","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children (1.5,2.5]"
"3182","k8081914","2422","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (37.5,62.5]; householdincomebeforetax (1.8e+04,1.98e+04]"
"3183","j0561408","2423","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1950,1955]; morphologytype urban; tenuretype localauthority; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; insulationthickness (175,225]; children [-0.5,0.5]"
"3184","k1041018","2423","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1950,1955]; morphologytype urban; tenuretype localauthority; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; insulationthickness (175,225]; children [-0.5,0.5]"
"3185","j0153104","2424","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (175,225]"
"3186","j0182406","2425","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype localauthority; numofbedrooms (0.5,1.5]"
"3187","j0421209","2426","builtformtype purposebuilthighriseflat; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]; externalwallconstructiontype systembuild"
"3188","j0153104","2427","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; householdincomebeforetax (1.28e+04,1.45e+04]"
"3189","j0323110","2428","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; householdincomebeforetax (2.43e+04,2.71e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"3190","j1151111","2428","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; householdincomebeforetax (2.43e+04,2.71e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"3191","k8021603","2429","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (175,225]"
"3192","j0601106","2430","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1935,1945]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (325,368]; children [-0.5,0.5]; chiefincomeearnersage (61,64]"
"3193","j0531106","2431","builtformtype detached; mainheatingfuel mains_gas; buildyear (1962,1965]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; children [-0.5,0.5]; chiefincomeearnersage (61,64]"
"3194","j0651104","2432","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness [-17.5,12.5]; householdincomebeforetax (1.62e+04,1.8e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
