aacode,manufacturer,brand,model,qualifier,boilertype,fueltype,fluetype,condensing,annualefficiency,winterefficiency,summerefficiency,storeboilervolume,storesolarvolume,storeinsulationthickness,row
K1089513,worcester bosch group,worcester,greenstar cdi,30 cdi conventional,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.5,90.5,79.8,0.0,0.0,0.0,2315
K1093801,worcester heat systems,worcester,highflow 400,of,INSTANT_COMBI,MAINS_GAS,OPEN_FLUE,false,75.2,76.0,66.7,0.0,0.0,0.0,944
K1096507,vaillant,vaillant,ecotec plus,630,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1806
K1096513,vaillant,vaillant,ecotec pro 24,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1882
K1097602,worcester heat systems,worcester,danesmoor,20/25.ooo,REGULAR,OIL,FAN_ASSISTED_BALANCED_FLUE,false,83.9,85.0,73.3,0.0,0.0,0.0,4921
K1097609,chaffoteaux et maury,chaffoteaux et maury,britony combi se80,atac 24ff,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.7,79.6,69.5,0.0,0.0,0.0,1431
K1097611,ideal boilers,ideal,logic combi,24,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,89.9,87.3,0.0,0.0,0.0,1902
K1097614,worcester heat systems,worcester,greenstar,28i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2612
K1097623,worcester heat systems,worcester,greenstar,28i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2612
K1099302,vaillant group uk,glow-worm,ultracom 18hxi,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.6,89.6,78.9,0.0,0.0,0.0,2217
K1099307,baxi heating,baxi,duo-tec combi,28 he,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.6,89.5,79.4,0.0,0.0,0.0,1519
K1099314,worcester heat systems,worcester,28 cdi,rsf,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.9,79.8,69.7,0.0,0.0,0.0,3179
K1099712,worcester heat systems,worcester,greenstar,30 si,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2605
K1099721,baxi heating,baxi heating,bermuda,45/3m,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,527
K1100103,worcester heat systems,worcester,24i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,3335
K1103110,vaillant,vaillant,combicompact,vcw282eh,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,70.0,71.0,62.0,0.0,0.0,0.0,437
K1103114,vaillant,vaillant,ecotec plus,824,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1807
K1103125,vaillant,vaillant,ecomax,828/2e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1603
K1103126,vaillant,vaillant,ecotec pro 24,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1882
K1104011,baxi heating,potterton,promax combi,24 he plus,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.6,89.5,79.4,0.0,0.0,0.0,1522
K1104019,worcester heat systems,worcester,24i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,3335
K1105701,ideal boilers,ideal,logic combi,35,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,87.3,0.0,0.0,0.0,1897
K1105704,worcester heat systems,worcester,25si - ll,rsf,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,900
K1105709,vaillant,vaillant,ecotec plus 837,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1883
K1105724,vaillant,vaillant,ecotec plus,831,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1881
K1108711,fonderie sime spa,fonderie sime spa,fonderie sime s.p.a,superior 60 ci,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.4,80.3,70.2,0.0,0.0,0.0,3128
K1108718,baxi heating,baxi heating,solo 2,40 pf,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,68.0,69.0,59.0,0.0,0.0,0.0,641
K1108720,baxi spa,baxi,combi,80 maxflue,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.5,79.4,69.3,0.0,0.0,0.0,1043
K1108804,worcester bosch group,worcester,greenstar,42 cdi,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.3,80.2,0.0,0.0,0.0,2475
K1108811,baxi potterton,main,combi,24,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.6,79.5,69.4,0.0,0.0,0.0,3214
K1108812,baxi heating uk,baxi,combi,105 he a,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.6,79.5,0.0,0.0,0.0,2561
K1108828,worcester heat systems,worcester,greenstar,28i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2612
K1111503,caradon plumbing,ideal,classic,ff260,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,76.9,77.8,67.7,0.0,0.0,0.0,3344
K1115107,hepworth heating,british gas,330,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.7,90.7,80.0,0.0,0.0,0.0,1972
K1115704,worcester heat systems,worcester,greenstar utility,50/70-000-gb,REGULAR,OIL,FAN_ASSISTED_BALANCED_FLUE,true,90.5,91.6,79.9,0.0,0.0,0.0,4268
K1115714,vaillant,vaillant,ecotec plus,824,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1807
K1115723,vaillant,vaillant,ecotec pro,28,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1884
K1120303,caradon plumbing,ideal,response,80,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.3,80.2,70.1,0.0,0.0,0.0,883
K1120304,vaillant,vaillant,ecotec plus,824,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1807
K1120310,baxi uk,baxi,solo 3 pfl,70,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.2,79.1,69.0,0.0,0.0,0.0,1560
K1120319,worcester bosch group,worcester,greenstar cdi,30 cdi conventional,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.5,90.5,79.8,0.0,0.0,0.0,2315
K1122516,vaillant,vaillant,ecotec pro,28,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1884
K1122525,worcester heat systems,worcester,24cdi,rsf serial asb,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.1,79.0,68.9,0.0,0.0,0.0,723
K1122709,baxi potterton,potterton,statesman utility,110/130l,REGULAR,OIL,FAN_ASSISTED_BALANCED_FLUE,false,84.3,85.4,73.7,0.0,0.0,0.0,1491
K1122719,grant engineering,grant,combi,70 mk ii,INSTANT_COMBI,OIL,FAN_ASSISTED_BALANCED_FLUE,false,83.0,84.0,74.5,0.0,0.0,25.0,5044
K1124512,ideal boilers,ideal,classic,ff 380,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.1,79.0,68.9,0.0,0.0,0.0,1143
K1124521,vaillant,vaillant,thermocompact,vc182eh,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,72.0,73.0,73.0,0.0,0.0,0.0,481
K1125201,ideal boilers,ideal,isar,he24,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.6,79.5,0.0,0.0,0.0,2571
K1125203,potterton myson heating,potterton myson heating,marathon,80c,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,213
K1125205,hepworth heating,glow-worm,18hxi,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.6,89.6,78.9,0.0,0.0,0.0,2221
K1125208,worcester heat systems,worcester,greenstar,12 ri,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.8,79.1,0.0,0.0,0.0,2619
K1125210,baxi heating,baxi,duo-tec combi,28 he,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.6,89.5,79.4,0.0,0.0,0.0,1519
K1125826,baxi potterton,potterton,performa,24,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.6,79.5,69.4,0.0,0.0,0.0,1264
K1127303,savio caldaie spa,ideal,mini c24,24kw combi boiler,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.2,79.1,69.0,0.0,0.0,0.0,3306
K1127308,biasi,biasi,riva compact,m90e. 32s,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.3,79.2,69.1,0.0,0.0,0.0,3303
K1127323,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
K1127328,baxi spa,baxi,combi,80 e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.6,79.5,69.4,0.0,0.0,0.0,3215
K1128520,baxi heating uk,baxi,solo,24 he a,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.8,79.1,0.0,0.0,0.0,1935
K1128522,worcester heat systems,worcester,24 cdi,of,INSTANT_COMBI,MAINS_GAS,OPEN_FLUE,false,76.2,77.1,67.0,0.0,0.0,0.0,935
K1128523,baxi potterton,potterton,suprima,50l,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.1,79.0,68.9,0.0,0.0,0.0,1657
K1129009,vaillant group,glow-worm,flexicom 30cx,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.3,89.2,79.1,0.0,0.0,0.0,2741
K1129011,baxi potterton,baxi,solo 3 pfl,80,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.1,80.0,69.9,0.0,0.0,0.0,1650
K1129021,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
K1129805,baxi potterton,main,combi,24 he,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,86.4,87.3,77.2,0.0,0.0,0.0,2883
K1129816,alpha therm,alpha,cb24,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.2,80.1,70.0,0.0,0.0,0.0,1169
K1130804,vaillant,vaillant,ecotec plus,831,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1881
K1130806,potterton international heating,potterton international heating,lynx,2,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,70.0,71.0,62.0,0.0,0.0,0.0,436
K1130810,heatline,heatline,monza,24,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,2794
K1130816,vaillant,vaillant,ecotec plus,824,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1807
K1130819,worcester heat systems,worcester,28i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.9,79.8,69.7,0.0,0.0,0.0,3177
K1130821,vaillant,vaillant,turbomax,vuw 242 eh,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.5,79.4,69.3,0.0,0.0,0.0,680
K1132902,ideal boilers,ideal,icos,he 12,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.7,79.0,0.0,0.0,0.0,2280
K1132916,vaillant,vaillant,ecotec plus,612,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1808
K1132917,vaillant,vaillant,ecotec plus,612,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1808
K1132919,baxi uk,potterton,powermax he,115 cp,STORAGE_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.5,90.3,81.2,115.0,0.0,45.0,2092
K1132921,baxi potterton,potterton,performa,24,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.6,79.5,69.4,0.0,0.0,0.0,1264
K1132925,vaillant,vaillant,ecotec plus,618,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1809
K1132930,vaillant,vaillant,ecotec plus,824,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1807
K1134215,vaillant,vaillant,ecotec plus 418,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.9,79.2,0.0,0.0,0.0,2104
K1134216,baxi potterton,main,combi,24 he,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,86.4,87.3,77.2,0.0,0.0,0.0,2883
K1134220,baxi uk,baxi,solo 3 pfl,40,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.4,79.3,69.2,0.0,0.0,0.0,1559
K1134224,vaillant,vaillant,ecomax,613/2e,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.9,79.2,0.0,0.0,0.0,1601
K1134225,hepworth heating,glow-worm,30cxi,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.5,89.4,79.3,0.0,0.0,0.0,2336
K1134609,vaillant,vaillant,turbomax,vuw 242 eh,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.5,79.4,69.3,0.0,0.0,0.0,680
K1134617,vaillant,vaillant,ecotec plus 637,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.9,79.2,0.0,0.0,0.0,1811
K1134624,hepworth heating,glow-worm,30ci plus,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.6,80.5,70.4,0.0,0.0,0.0,3102
K1134625,vaillant,vaillant,ecotec pro 24,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1882
K1135812,baxi potterton,potterton,kingfisher mf,cfl80,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.3,79.2,69.1,0.0,0.0,0.0,1439
K1135817,vaillant,vaillant,ecotec pro 24,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1882
K1135818,worcester heat systems,worcester,24 cdi,rsf,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,76.0,76.9,66.8,0.0,0.0,0.0,783
K1135821,vaillant,vaillant,ecotec pro 24,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1882
K1138418,worcester heat systems,worcester,24i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,3335
K1138422,worcester heat systems,worcester,24i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,3335
K1139911,vaillant,vaillant,ecotec pro,28,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1884
K1139914,baxi uk,baxi,solo 3 pfl system,30,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.4,80.3,70.2,0.0,0.0,0.0,1244
K1139923,vaillant,vaillant,ecotec plus,618,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1809
K1140104,potterton myson,potterton myson,envoy 50 system,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,87.1,88.0,77.9,0.0,0.0,0.0,654
K1140107,vaillant,vaillant,ecomax,pro 18 e,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.6,89.6,78.9,0.0,0.0,0.0,1615
K1141714,vaillant,vaillant,thermocompact,615e,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.0,80.0,69.3,0.0,0.0,0.0,1652
K1141716,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
K1141722,worcester bosch group,worcester,greenstar,37 cdi,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.3,80.2,0.0,0.0,0.0,2470
K1141724,vaillant,vaillant,ecotec plus,612,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1808
K1141733,vaillant,vaillant,ecotec plus 418,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.9,79.2,0.0,0.0,0.0,2104
K1143708,baxi heating,baxi,duo-tec combi,24 he,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.6,89.5,79.4,0.0,0.0,0.0,1524
K1143712,baxi potterton,potterton,performa,24,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.6,79.5,69.4,0.0,0.0,0.0,1264
K1145105,worcester heat systems,worcester,greenstar,12 ri,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.8,79.1,0.0,0.0,0.0,2619
K1146818,vaillant group,glow-worm,flexicom 18sx,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.4,89.4,78.7,0.0,0.0,0.0,2334
K1153905,baxi potterton,baxi,platinum system,24 he,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.7,79.0,0.0,0.0,0.0,1386
K1153914,baxi heating,baxi heating,bermuda,401,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,447
K1155317,baxi heating,baxi heating,bahama,100,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.5,80.4,70.3,0.0,0.0,0.0,880
K1157403,ideal boilers,ideal,icos,he 12,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.7,79.0,0.0,0.0,0.0,2280
K1157410,baxi uk,baxi,solo 3 pfl,50,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,1662
K1157415,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
K1157418,vaillant,vaillant,ecotec plus,824,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1807
K1157420,vaillant,vaillant,ecotec plus,624,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.9,79.2,0.0,0.0,0.0,1812
K1158808,merloni termosanitari spa,ariston,microgenus 23 mffi,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,80.3,81.2,71.1,0.0,0.0,0.0,1406
K1158819,potterton myson,potterton myson,puma 80,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,75.2,76.1,66.0,0.0,0.0,0.0,796
K1158826,vaillant,vaillant,thermocompact,vc221h,REGULAR,MAINS_GAS,BALANCED_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,503
K1158828,vaillant group uk,glow-worm,ultracom 2 30cxi,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.3,90.2,86.8,0.0,0.0,0.0,2340
K1158829,worcester bosch group,worcester,greenstar,24i system,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.2,90.2,79.5,0.0,0.0,0.0,2488
K1158830,hepworth heating,glow-worm,compact 80e,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,77.8,78.7,68.6,0.0,0.0,0.0,901
K1158831,hepworth heating,glow-worm,18hxi,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.6,89.6,78.9,0.0,0.0,0.0,2221
K1159609,worcester heat systems,worcester,greenstar,zb 7-28 he,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.8,79.1,0.0,0.0,0.0,995
K1160303,baxi potterton,potterton,suprima,120l,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.7,79.6,69.5,0.0,0.0,0.0,1259
K1160304,ferroli spa,ferroli,modena 80,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.6,80.5,70.4,0.0,0.0,0.0,1167
K1160317,baxi potterton,potterton,suprima,30 he,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,85.6,86.5,76.4,0.0,0.0,0.0,2967
K1160319,baxi potterton,potterton,suprima,100l,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,1297
K1160512,baxi potterton,baxi potterton,baxi bermuda,inset 3 50/5,REGULAR,MAINS_GAS,OPEN_FLUE,false,77.0,78.0,67.3,0.0,0.0,0.0,1189
K1160517,worcester heat systems,worcester,bosch,90/110.000,REGULAR,OIL,FAN_ASSISTED_BALANCED_FLUE,false,85.1,86.2,74.5,0.0,0.0,0.0,4822
K1161201,vaillant,vaillant,ecotec plus,615,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1810
K1161205,vaillant,vaillant,ecotec plus,630,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1806
K1161212,hepworth heating,glow-worm,18hxi,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.6,89.6,78.9,0.0,0.0,0.0,2221
K1161222,worcester heat systems,worcester,greenstar,28i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2612
K1162501,baxi potterton,baxi,combi,133 he plus,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.6,79.5,0.0,0.0,0.0,1361
K1162504,worcester heat systems,worcester,greenstar,28i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2612
K1162506,remeha,remeha,avanta,30 v,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.9,79.2,0.0,0.0,0.0,2158
K1162510,baxi uk,baxi,solo 3 pfl,50,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,1662
K1162521,vaillant,vaillant,ecotec pro,28,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1884
K1165709,baxi uk,baxi,solo 3 pfl,50,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,1662
K1165722,vaillant,vaillant,ecotec pro 24,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1882
K1166604,remeha,remeha,avanta plus,24 c,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.6,79.5,0.0,0.0,0.0,2423
K1166624,baxi heating uk,baxi,solo,15 he a,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.4,79.7,0.0,0.0,0.0,1780
K1167507,potterton myson heating,potterton myson heating,marathon,40c,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,215
K1167509,potterton myson,potterton myson,suprima 80,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,77.2,78.1,68.0,0.0,0.0,0.0,743
K1167511,baxi potterton,potterton,suprima,100l,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,1297
K1170103,baxi spa,baxi,combi,105 e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.5,79.4,69.3,0.0,0.0,0.0,3235
K1170109,worcester heat systems,worcester,greenstar,30 si,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2605
K1170111,baxi heating,potterton,promax combi,24 he plus,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.6,89.5,79.4,0.0,0.0,0.0,1522
